cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
45,298,12,2021-11-24,0.0249,90801.17027283309,167563.1,76761.92972716693,2431.6770979394933,108,Muito Baixa,Em análise
518,133,12,2010-01-20,0.0182,165817.19197901402,219868.31,54051.11802098599,5079.150192128066,50,Baixa,Em análise
1197,282,12,2018-08-19,0.0086,32204.5960410964,40053.55,7848.953958903605,461.6069192243844,107,Extrema,Em análise
1218,948,12,2018-02-11,0.0236,100896.20889722844,142068.35,41172.14110277155,2569.63725660314,112,Muito Alta,Em análise
1232,235,12,2013-01-22,0.0188,105870.62361167108,183510.02,77639.39638832891,18824.168799280207,6,Média,Em análise
1319,960,12,2015-06-04,0.0193,31979.2627791834,38086.4,6107.137220816603,5695.64440198872,6,Alta,Em análise
1719,276,12,2018-07-29,0.0112,119323.20478646886,189724.55,70401.34521353112,3717.416626721628,40,Baixa,Em análise
57,950,13,2013-03-28,0.0113,107840.64560249826,144234.53,36393.884397501744,2039.349735776521,81,Média,Em análise
202,813,13,2022-09-16,0.0177,102638.11019775397,198722.53,96084.41980224605,3377.3430363922807,44,Muito Alta,Em análise
328,835,13,2015-01-06,0.0146,31142.43322371823,61877.24,30734.806776281766,602.3292892931358,97,Baixa,Em análise
857,182,13,2022-08-24,0.0151,131839.59103658475,234725.24,102885.64896341522,2385.749016432866,120,Baixa,Em análise
892,493,13,2011-07-26,0.0191,61159.1494312517,105877.22,44718.0705687483,1522.9454949200613,77,Alta,Em análise
908,167,13,2015-12-22,0.0211,36978.98758916178,51063.39,14084.402410838224,1101.627474790077,59,Baixa,Em análise
1368,972,13,2010-08-04,0.017,165372.25904387073,209244.59,43872.330956129255,3601.2116057800963,90,Muito Alta,Em análise
97,552,14,2017-10-16,0.0201,82610.00958862127,124376.52,41766.510411378746,2000.8827997918545,89,Muito Baixa,Em análise
139,722,14,2011-12-17,0.0207,166568.5374365533,214209.91,47641.3725634467,4218.118624421926,83,Média,Em análise
320,832,14,2012-08-14,0.023,83896.06652348324,130573.16,46677.09347651676,2324.011245943193,78,Muito Alta,Em análise
831,930,14,2018-01-17,0.0082,39450.684388810885,47487.52,8036.835611189108,626.2521679367285,89,Muito Baixa,Em análise
1068,219,14,2015-02-04,0.0204,40254.62188277047,71168.65,30914.02811722953,1725.2606834539554,32,Alta,Em análise
1425,682,14,2017-12-17,0.0199,41794.259403403456,76403.18,34608.92059659653,1669.2419389630495,35,Alta,Em análise
1486,48,14,2015-10-10,0.0226,77772.97063710188,113222.4,35449.42936289811,79530.63977350054,1,Muito Baixa,Em análise
1988,7,14,2022-04-05,0.0244,82768.58180572485,115375.51,32606.928194275137,4597.204697828855,24,Alta,Em análise
365,645,15,2013-09-16,0.0168,159566.14510054735,208865.39,49299.24489945265,3359.359766886069,96,Média Alta,Em análise
600,521,15,2014-01-11,0.0107,90076.22380561406,146615.74,56539.516194385935,1768.26824215264,74,Média Alta,Em análise
961,123,15,2016-12-31,0.0171,152376.97192516783,245028.53,92651.55807483218,3620.795540516024,75,Alta,Em análise
1061,706,15,2019-04-05,0.0136,103239.02100248323,162632.47,59393.44899751675,2276.4958171842254,71,Média,Em análise
1279,408,15,2011-12-16,0.0218,68276.89940249576,81102.92,12826.020597504226,2255.8120087680672,50,Muito Baixa,Em análise
1201,726,16,2011-01-24,0.0186,90739.47361361537,108373.61,17634.136386384656,2253.4318975760198,75,Extrema,Em análise
1617,27,16,2016-03-13,0.0095,25773.69793571066,46882.51,21108.81206428934,380.66810641847786,109,Extrema,Em análise
1767,400,16,2021-04-13,0.0123,56569.254245718046,80760.58,24191.32575428196,1338.6625805399344,60,Média Alta,Em análise
1839,504,16,2021-05-30,0.0155,98488.91679429171,145228.75,46739.83320570829,3154.965638132638,43,Média Alta,Em análise
181,667,17,2016-04-07,0.0114,61740.46439031097,82757.33,21016.865609689037,1517.1939570813254,55,Muito Baixa,Em análise
189,690,17,2020-11-27,0.0129,19572.889336991622,32461.13,12888.240663008371,732.053818707244,33,Baixa,Em análise
349,147,17,2012-01-05,0.0189,27524.2368709942,52447.68,24923.4431290058,717.2713484800927,69,Média,Em análise
457,474,17,2020-12-23,0.0084,187030.7698244661,238235.74,51204.97017553389,12541.496612208306,16,Média Alta,Em análise
1286,799,17,2011-05-14,0.0185,190959.71635700905,231287.71,40327.993642990936,17891.142085460688,12,Muito Alta,Em análise
1618,463,17,2016-01-02,0.0211,91289.0214073146,108764.32,17475.29859268541,2233.44653394142,95,Média,Em análise
833,324,18,2021-09-01,0.0221,130988.74050687403,162328.81,31340.069493125957,3168.776444283762,112,Muito Baixa,Em análise
1144,235,18,2010-07-14,0.0118,108675.98158643371,210629.13,101953.14841356628,2662.961230049919,56,Alta,Em análise
1476,928,18,2018-12-06,0.0211,154585.06840169465,236248.08,81663.01159830534,13720.738637578565,13,Muito Baixa,Em análise
1522,273,18,2010-05-25,0.0182,125651.83685605395,236633.76,110981.92314394606,4305.286173334657,42,Muito Alta,Em análise
1591,260,18,2010-09-25,0.0193,115049.7859040924,199024.51,83974.7240959076,24359.209649654247,5,Alta,Em análise
1824,708,18,2016-04-06,0.0226,138655.67727417548,197860.73,59205.05272582452,3763.273362683884,80,Muito Alta,Em análise
737,157,19,2010-10-30,0.0217,99389.95355555085,159316.57,59926.61644444918,2365.910547092928,113,Extrema,Em análise
1326,904,19,2016-01-01,0.0231,25485.40226551199,37107.3,11621.897734488011,771.8041115376286,63,Média,Em análise
1523,247,19,2020-07-31,0.0215,75466.06501328769,142225.29,66759.22498671232,2536.0282361951404,48,Média Alta,Em análise
174,530,20,2011-06-11,0.0181,51830.17880522189,93711.89,41881.71119477812,4844.031679325721,12,Muito Baixa,Em análise
233,866,20,2020-11-26,0.0248,33518.42501498584,65218.6,31700.174985014157,4670.740149279193,8,Baixa,Em análise
305,482,20,2016-09-12,0.0198,135352.84292418923,200233.71,64880.86707581076,3440.182937117366,77,Muito Baixa,Em análise
702,910,20,2014-10-16,0.014,98342.1071550252,134155.29,35813.18284497481,3932.1717510506487,31,Muito Alta,Em análise
1379,101,20,2020-07-28,0.0193,53602.97038450356,89103.04,35500.06961549643,1722.7564169065547,48,Alta,Em análise
1850,602,20,2012-10-14,0.0158,11526.102758476613,22325.93,10799.82724152339,223.16490128754825,108,Alta,Em análise
1863,492,20,2013-10-22,0.0151,127406.3574152817,196109.76,68703.40258471831,5780.906977223926,27,Alta,Em análise
577,752,21,2019-03-31,0.0172,16502.489573658113,28916.44,12413.950426341886,379.0828923989688,81,Extrema,Em análise
604,911,21,2017-04-05,0.0095,111488.41720778689,156289.02,44800.60279221311,2542.122588140691,57,Muito Baixa,Em análise
1666,544,21,2013-03-02,0.0239,64049.30184691954,106188.84,42139.53815308046,2124.057187645717,54,Média,Em análise
11,706,23,2015-04-12,0.0178,7450.559731873703,11583.22,4132.660268126297,152.2911659132443,116,Baixa,Em análise
55,607,23,2020-06-04,0.0169,82374.84215035496,100418.72,18043.87784964504,8269.16571676165,11,Média,Em análise
176,599,23,2010-02-18,0.02,123385.94800583144,217428.35,94042.40199416857,16843.390978204923,8,Média Alta,Em análise
815,120,23,2014-07-07,0.0135,197133.31968089868,246001.18,48867.8603191013,5372.543281985632,51,Média Alta,Em análise
1730,842,23,2011-09-18,0.0096,6452.369517010586,12480.59,6028.220482989414,183.8603221776612,43,Muito Baixa,Em análise
1922,252,23,2015-09-25,0.0119,41283.32466872847,67822.99,26539.665331271528,697.5156989297499,103,Extrema,Em análise
771,557,24,2016-12-15,0.0159,8192.67866766582,9644.34,1451.661332334181,173.5750466681156,88,Muito Baixa,Em análise
1258,139,24,2014-02-22,0.0247,64667.95970118438,79608.76,14940.800298815617,4305.578130732904,19,Média,Em análise
434,859,25,2017-06-27,0.0096,52629.60253362917,77727.42,25097.81746637083,1104.486671021695,64,Média Alta,Em análise
742,83,25,2017-11-10,0.0113,144793.33735597634,219831.34,75038.00264402365,3375.7840746385486,59,Alta,Em análise
155,140,26,2010-08-10,0.0127,109902.5859044308,205505.77,95603.1840955692,1946.9052289712365,100,Alta,Em análise
183,803,26,2017-05-03,0.0084,140983.5877960693,241213.51,100229.92220393072,2089.485159147535,100,Baixa,Em análise
738,120,26,2016-09-04,0.0108,24392.71391164345,40416.16,16023.446088356552,1426.945543499218,19,Muito Alta,Em análise
1058,44,26,2014-03-29,0.008,112878.56716493756,162656.39,49777.82283506246,2942.7197820974598,46,Baixa,Em análise
1100,904,26,2017-06-29,0.022,168843.91730563663,244055.69,75211.77269436338,5054.878786377697,61,Média,Em análise
1526,735,26,2022-05-29,0.0108,110065.12037827582,194494.67,84429.54962172419,8513.415392610248,14,Média Alta,Em análise
1648,323,26,2022-01-21,0.0199,10436.763964101152,12302.68,1865.916035898849,229.23805129568467,120,Extrema,Em análise
1771,61,26,2014-10-15,0.0225,27737.83980325465,46672.24,18934.400196745348,757.683816584397,78,Muito Baixa,Em análise
1794,559,26,2019-04-24,0.0093,12449.862887367552,17115.37,4665.507112632448,464.1299967632464,31,Alta,Em análise
336,218,27,2022-12-07,0.0087,16572.916373331398,27027.59,10454.6736266686,272.3834522444325,87,Média Alta,Em análise
570,275,27,2014-05-20,0.0249,17183.362065470894,24405.58,7222.217934529105,462.85091431721577,105,Muito Alta,Em análise
1318,811,27,2019-03-01,0.0217,159992.40222369033,204814.51,44822.10777630969,10365.292191162447,19,Média Alta,Em análise
1420,661,27,2012-06-15,0.0229,115475.13733278406,175842.38,60367.24266721594,2958.898564981459,99,Extrema,Em análise
1483,905,27,2012-02-13,0.0235,130116.95768202688,245412.65,115295.69231797312,5396.173200891084,36,Alta,Em análise
1491,250,27,2016-10-23,0.0106,147577.15287381664,224493.97,76916.81712618336,7555.914345852487,22,Média Alta,Em análise
130,959,28,2013-03-29,0.0181,31596.572173537537,59950.75,28354.177826462463,754.8938414056951,79,Muito Baixa,Em análise
790,233,28,2010-08-12,0.0135,40280.09950928708,77997.85,37717.750490712926,1129.0332400487473,49,Muito Baixa,Em análise
1141,57,28,2016-12-08,0.019,25852.688275667697,48288.6,22435.9117243323,645.6379810913172,76,Alta,Em análise
1695,497,28,2010-05-14,0.0085,22425.95320873996,29841.47,7415.516791260042,349.84979058893333,93,Muito Baixa,Em análise
1829,768,28,2017-01-22,0.0181,117945.75343996892,182004.77,64059.01656003107,2609.584319911665,95,Muito Baixa,Em análise
901,865,29,2012-02-13,0.0131,110241.55911766789,140949.38,30707.820882332115,2105.22765095255,89,Média Alta,Em análise
1013,410,29,2015-12-06,0.0175,90568.6992464628,173506.78,82938.08075353719,3482.440310418744,35,Muito Alta,Em análise
1032,250,29,2010-05-23,0.0161,76870.65326923017,136453.06,59582.40673076982,2773.670271341077,37,Muito Baixa,Em análise
1065,400,29,2019-07-12,0.018,91507.71809228633,175569.2,84061.48190771366,3786.782857735037,32,Extrema,Em análise
1714,307,29,2013-10-24,0.0233,110972.56358522316,195170.0,84197.43641477685,3268.1577740770026,68,Muito Alta,Em análise
1860,70,29,2011-08-19,0.0212,70038.2122950465,84072.66,14034.447704953503,2368.388387091524,47,Muito Baixa,Em análise
326,478,30,2020-09-29,0.0231,19627.61029817693,25977.11,6349.4997018230715,697.2758599694499,46,Média Alta,Em análise
825,298,30,2010-12-19,0.0207,186109.74057130155,231127.83,45018.08942869843,12490.444009977908,18,Muito Alta,Em análise
859,312,30,2021-08-03,0.0085,145554.63263714174,188606.65,43052.017362858256,5517.1710366442985,30,Muito Baixa,Em análise
1006,49,30,2013-10-20,0.0121,134857.10736720724,170072.67,35215.56263279277,2243.9594262143487,108,Extrema,Em análise
1278,525,30,2021-11-10,0.0172,132846.64711787,201870.3,69023.65288213,2623.9584915796554,120,Muito Alta,Em análise
1335,198,30,2019-02-14,0.0158,165204.91436485684,217250.63,52045.71563514318,3125.424874675693,115,Muito Alta,Em análise
1750,756,30,2020-04-14,0.0211,46664.99129896444,71877.71,25212.718701035566,1290.049893942979,69,Alta,Em análise
1760,855,30,2013-03-05,0.0098,103363.72873976358,149314.8,45951.07126023641,3201.82862345762,39,Muito Alta,Em análise
108,322,31,2015-09-09,0.0236,16522.420141966035,25092.26,8569.839858033964,882.4718834236736,25,Muito Alta,Em análise
177,285,31,2019-06-20,0.0137,86285.13507395265,112021.34,25736.20492604734,7291.150033448206,13,Média Alta,Em análise
721,247,31,2011-03-30,0.0144,165121.88102132815,201305.07,36183.188978671846,3791.5124988769207,69,Média Alta,Em análise
735,698,31,2016-08-25,0.0112,22281.626265482017,30661.75,8380.123734517985,350.1251472327515,112,Extrema,Em análise
747,403,31,2015-11-17,0.0178,36091.207128743525,71462.4,35371.19287125646,730.3310360694957,120,Média,Em análise
1092,767,31,2012-07-06,0.0084,129802.83511202362,196604.34,66801.50488797638,65720.31548991842,2,Alta,Em análise
1248,935,31,2015-05-13,0.0245,106501.4934444745,154995.51,48494.01655552552,3061.6781304897,79,Média Alta,Em análise
1332,736,31,2012-05-10,0.0245,45176.07815274144,89767.63,44591.55184725857,1379.3100891235622,67,Extrema,Em análise
1827,52,31,2013-10-17,0.0099,187312.9482329847,230434.09,43121.141767015295,3487.968942327117,77,Muito Alta,Em análise
84,869,32,2017-12-31,0.0173,78125.38140935858,114587.7,36462.31859064142,2476.767912074664,46,Muito Alta,Em análise
827,246,32,2013-05-18,0.0207,25739.069879757535,47781.82,22042.75012024246,675.0595938728319,76,Alta,Em análise
1385,768,32,2021-07-09,0.0231,139365.41576356243,212969.31,73603.89423643758,4834.88121209266,48,Muito Alta,Em análise
1665,490,32,2010-04-14,0.0162,109303.53040927157,188133.22,78829.68959072846,3340.1587716540907,47,Muito Baixa,Em análise
1880,425,32,2016-07-11,0.0105,77502.47711391076,142132.71,64630.232886089216,2432.0950921134045,39,Baixa,Em análise
627,228,33,2014-09-06,0.0107,97977.05143313922,116474.55,18497.498566860777,1618.7938357051655,98,Muito Alta,Em análise
1259,174,33,2022-12-05,0.0237,17247.541806813013,34326.14,17078.598193186986,1137.9739708732045,19,Extrema,Em análise
1343,233,33,2019-09-08,0.0206,25643.1922193844,44769.69,19126.49778061561,623.8264265550712,92,Alta,Em análise
1403,104,33,2017-12-31,0.0083,105541.65699308387,181977.25,76435.59300691613,3178.901255964301,39,Extrema,Em análise
1715,874,33,2016-02-20,0.0233,1851.5466947419932,2551.3,699.7533052580068,47.93084080066165,100,Muito Baixa,Em análise
199,592,34,2021-05-26,0.0125,6964.225124581486,11002.49,4038.2648754185134,158.72880499562197,64,Muito Alta,Em análise
651,111,34,2017-10-07,0.0191,145257.32160242746,245895.49,100638.16839757256,7361.765521608002,25,Muito Alta,Em análise
707,825,34,2010-03-25,0.0139,34347.372854084424,52262.39,17915.017145915575,957.6700613708954,50,Alta,Em análise
1097,26,34,2022-06-28,0.0214,145855.93594069208,182661.44,36805.50405930791,4270.30679094578,62,Extrema,Em análise
733,982,35,2014-09-13,0.0213,149854.8343646373,244315.53,94460.6956353627,3516.8676858768345,113,Baixa,Em análise
1406,120,35,2014-03-07,0.0149,111251.4255170626,181158.62,69907.19448293738,9476.7669899391,13,Média Alta,Em análise
1586,526,35,2013-07-03,0.0131,44197.98884521738,72577.21,28379.221154782623,1426.674088926881,40,Alta,Em análise
47,56,36,2021-12-31,0.0125,105484.7133077162,145685.49,40200.776692283805,1983.2380384023463,88,Média Alta,Em análise
836,588,36,2010-02-25,0.0111,27290.07739279476,39950.02,12659.942607205236,923.722467364676,36,Baixa,Em análise
842,917,36,2014-11-24,0.0198,85653.02793034844,109797.61,24144.58206965157,5453.029500169347,19,Baixa,Em análise
1397,619,36,2012-08-23,0.0132,130275.8269564588,159428.49,29152.6630435412,3058.37502109804,63,Média,Em análise
1823,145,36,2019-01-08,0.0102,97072.12091120274,139604.99,42532.869088797255,2488.0838773897403,50,Muito Alta,Em análise
1945,191,36,2018-05-19,0.0177,11567.158934326542,20613.62,9046.461065673457,576.5983294699843,25,Baixa,Em análise
421,986,37,2010-10-03,0.0248,105677.2254903176,168762.35,63085.124509682406,28077.363349402865,4,Alta,Em análise
426,231,37,2015-04-25,0.0167,44141.84119470156,62490.81,18348.968805298435,929.9928802993827,95,Média,Em análise
693,789,37,2010-08-17,0.0148,97544.40084611064,169529.4,71984.99915388935,1843.718863723148,104,Média,Em análise
211,816,38,2012-03-21,0.0165,31314.226411420783,48637.75,17323.523588579214,3772.66677687226,9,Baixa,Em análise
283,898,38,2011-03-15,0.0099,96645.42663134058,150680.51,54035.083368659434,1484.4162451329382,105,Média,Em análise
566,228,38,2012-05-24,0.0211,130658.59645574732,218354.83,87696.23354425265,133415.49284096423,1,Extrema,Em análise
777,914,38,2015-03-12,0.0185,38545.15765657212,57307.1,18761.942343427883,861.3017764097774,96,Alta,Em análise
977,546,38,2022-09-10,0.0121,21209.410741719767,37558.68,16349.269258280234,576.3069061954048,49,Média Alta,Em análise
1005,751,38,2018-11-07,0.0224,123500.96582079296,173284.34,49783.37417920704,3677.176512766372,63,Muito Baixa,Em análise
163,351,39,2015-02-24,0.0212,42111.077699743,64496.04,22384.962300257,1037.1010244799452,94,Muito Baixa,Em análise
438,252,39,2017-04-06,0.0188,120199.9055439076,225672.23,105472.3244560924,2933.231512339486,79,Muito Baixa,Em análise
462,647,39,2014-02-01,0.0145,112475.0024913073,197900.88,85425.8775086927,4778.517928834292,29,Muito Alta,Em análise
843,194,39,2022-08-19,0.018,123546.65968016553,152562.03,29015.37031983449,2520.108667032664,120,Baixa,Em análise
1082,918,39,2011-04-22,0.0109,78303.61445034937,95991.34,17687.72554965063,2768.4885330126936,34,Muito Alta,Em análise
1103,197,39,2020-11-07,0.0142,88369.70188921389,164966.27,76596.5681107861,2671.015827096822,45,Extrema,Em análise
1106,245,39,2015-01-26,0.0128,25582.195356340504,34251.82,8669.624643659497,426.15885124868754,115,Alta,Em análise
273,831,40,2011-09-09,0.0155,64239.19940147718,108649.53,44410.330598522814,1764.8027372497097,54,Muito Baixa,Em análise
607,837,40,2020-05-16,0.0248,146669.27457456442,197647.71,50978.43542543559,3981.0215037031735,100,Média,Em análise
1085,328,40,2010-10-09,0.0115,138021.30244188206,166540.49,28519.187558117923,5975.630873137476,27,Extrema,Em análise
1263,680,40,2021-10-08,0.0183,120055.61029153546,237277.28,117221.66970846454,3254.1936211966035,62,Baixa,Em análise
1634,89,40,2021-05-31,0.0096,28144.08988676444,37257.18,9113.090113235567,2023.581689792988,15,Alta,Em análise
291,417,41,2018-02-10,0.0158,87329.69404667823,169641.19,82311.49595332178,2286.595766569179,59,Muito Baixa,Em análise
520,86,41,2018-09-29,0.015,141778.30527506984,201697.94,59919.634724930176,2621.361158283552,112,Muito Alta,Em análise
670,49,41,2022-02-07,0.0155,106553.89946540652,165337.1,58783.200534593496,2379.6228488330485,77,Extrema,Em análise
950,805,41,2016-01-25,0.0114,65047.88966701784,120998.7,55950.81033298216,1329.2394004861333,72,Extrema,Em análise
1509,828,41,2017-11-17,0.0107,20351.40045282665,39761.78,19410.379547173347,527.6933577290481,50,Baixa,Em análise
1884,604,41,2020-07-21,0.0152,3439.261478381928,5144.3,1705.038521618072,88.70003995492985,59,Muito Baixa,Em análise
1249,935,42,2017-04-25,0.0211,72674.85963537212,129818.38,57143.52036462788,1938.294008494484,75,Média,Em análise
1277,235,42,2022-08-21,0.0185,43792.486048020015,64373.18,20580.693951979985,937.2482481676336,109,Muito Alta,Em análise
124,491,43,2022-05-06,0.0212,40044.79324504561,75589.36,35544.566754954394,4119.67526161135,11,Extrema,Em análise
205,425,43,2020-04-02,0.0139,112816.1555462942,197807.13,84990.9744537058,1992.7667529468808,112,Média,Em análise
256,711,43,2021-08-02,0.0182,97061.7517461918,135058.79,37997.038253808176,2005.227319820315,118,Muito Alta,Em análise
259,10,43,2016-09-01,0.015,94491.59104484928,160159.63,65668.03895515073,19757.18280974981,5,Extrema,Em análise
800,770,43,2010-06-10,0.0239,145749.29590559995,184197.69,38448.394094400064,3712.088186731492,118,Baixa,Em análise
828,500,43,2016-11-17,0.0203,92781.38397759225,124218.64,31437.25602240773,94664.84607233744,1,Muito Baixa,Em análise
1035,702,43,2015-04-30,0.0082,33306.617470853234,59682.83,26376.212529146764,455.6877617325232,112,Muito Alta,Em análise
1275,59,43,2018-04-11,0.0148,106179.29279889296,193369.16,87189.86720110703,3747.4583026478927,37,Muito Alta,Em análise
1537,815,43,2016-11-21,0.0197,74727.47633697654,91071.93,16344.453663023432,1810.289527335583,86,Alta,Em análise
255,601,44,2014-12-31,0.0209,21103.620520483037,33450.01,12346.389479516973,484.10926502019305,117,Média Alta,Em análise
299,6,44,2012-07-01,0.0159,135008.09004172496,246707.05,111698.95995827502,7612.398770614212,21,Média Alta,Em análise
789,278,44,2012-11-13,0.0149,70921.46545346317,119311.76,48390.29454653682,1407.1130093776442,94,Alta,Em análise
1247,619,44,2012-12-13,0.0219,104992.85173387952,144608.16,39615.30826612049,2556.6039770824336,106,Muito Alta,Em análise
1873,834,44,2011-07-16,0.0115,27968.994299982027,42190.42,14221.425700017971,2328.61295170697,13,Extrema,Em análise
93,26,45,2018-08-27,0.0169,136405.65495078755,182910.57,46504.915049212446,2690.3136312456527,116,Alta,Em análise
307,749,45,2015-02-04,0.0127,71645.47739054856,102797.14,31151.66260945144,4712.349058975525,17,Média Alta,Em análise
366,396,45,2021-10-26,0.0177,98416.11798061796,139390.84,40974.72201938203,2627.226685111476,62,Média Alta,Em análise
521,286,45,2021-11-26,0.0249,109917.44621150623,183729.5,73812.05378849375,2943.615548273224,108,Muito Alta,Em análise
1022,397,45,2011-12-14,0.0081,37584.748050005546,44297.93,6713.181949994456,1153.056088340183,38,Extrema,Em análise
1709,621,45,2012-03-10,0.0232,68060.22362404282,80872.04,12811.816375957174,2129.2380892532133,59,Muito Alta,Em análise
626,555,46,2012-02-18,0.0144,117660.51098098206,194023.58,76363.06901901793,3819.83281249504,41,Média Alta,Em análise
656,704,46,2011-05-28,0.009,89337.7891405328,148769.13,59431.34085946721,11624.223408331109,8,Alta,Em análise
835,61,46,2015-04-20,0.0234,53345.215528362845,70172.13,16826.914471637156,1616.016865009947,64,Extrema,Em análise
874,966,46,2010-09-29,0.0173,32351.57753156049,47233.9,14882.322468439506,8440.69547229035,4,Baixa,Em análise
1302,867,46,2015-03-01,0.0249,34420.33255275761,65887.59,31467.257447242384,1081.0589569669987,64,Extrema,Em análise
1352,736,46,2013-06-06,0.0127,52260.980841015975,85080.1,32819.11915898403,2737.745535146006,22,Muito Baixa,Em análise
1939,695,46,2020-04-21,0.0183,3408.604344401268,6487.1,3078.4956555987324,73.5304057970261,104,Baixa,Em análise
69,920,47,2011-07-23,0.0105,62967.35873760195,109646.59,46679.23126239805,4295.867411253825,16,Média Alta,Em análise
89,846,47,2014-04-07,0.0177,141143.10275162576,206149.93,65006.82724837423,4644.363329513395,44,Alta,Em análise
190,751,47,2013-09-03,0.0237,44464.30562698098,86507.01,42042.704373019005,8037.431638819354,6,Extrema,Em análise
460,909,47,2021-12-20,0.0086,146303.6177318263,178747.63,32444.012268173723,2395.377993396852,87,Muito Alta,Em análise
694,532,47,2015-09-30,0.01,9563.200380160486,11449.02,1885.819619839514,9658.83238396208,1,Média Alta,Em análise
1195,757,47,2020-11-17,0.0195,68847.74706164861,125784.77,56937.02293835139,1513.1932932644322,113,Muito Baixa,Em análise
1543,172,47,2017-02-15,0.0233,97455.12289105146,185670.94,88215.81710894854,2709.9727727420764,79,Média,Em análise
1806,689,47,2019-07-21,0.019,58201.04017070495,101013.62,42812.57982929505,1531.756663296086,68,Alta,Em análise
303,77,48,2017-02-21,0.0138,32374.584086240207,49216.39,16841.805913759792,1100.5157156433995,38,Média,Em análise
708,701,48,2010-02-05,0.0136,175641.07615098314,232356.67,56715.59384901687,9671.359087041772,21,Alta,Em análise
787,473,48,2018-09-26,0.0175,66561.32724857911,104791.67,38230.34275142089,1526.5212867534813,83,Alta,Em análise
1545,152,48,2011-02-03,0.0223,48225.01799979265,87348.45,39123.43200020734,1246.6988627173207,90,Média,Em análise
1915,500,48,2022-10-02,0.0107,157869.44985381293,203521.03,45651.58014618708,2372.039884837375,117,Alta,Em análise
405,522,49,2019-04-24,0.0142,21740.286887922255,34760.37,13020.083112077742,439.3976237273968,86,Muito Alta,Em análise
420,8,49,2014-05-07,0.0191,151442.7809697426,249930.5,98487.7190302574,3262.965010838109,115,Média,Em análise
525,919,49,2021-08-19,0.0221,134799.24930916764,173739.37,38940.12069083235,3395.4886090255773,96,Extrema,Em análise
650,630,49,2011-03-22,0.0194,123530.00953982928,146618.87,23088.860460170712,4396.022013403227,41,Extrema,Em análise
709,422,49,2022-03-23,0.0187,12408.083449908749,16879.89,4471.8065500912535,288.54237813491414,88,Média Alta,Em análise
1282,136,49,2019-07-05,0.0242,37365.00695884692,46000.41,8635.403041153084,1065.330091665933,79,Muito Alta,Em análise
1341,343,49,2016-07-13,0.0134,132696.22626018085,191665.21,58968.98373981914,2477.771146884992,95,Muito Alta,Em análise
1668,710,49,2022-06-26,0.024,18369.718148419972,32359.22,13989.501851580026,495.4635707256437,93,Muito Alta,Em análise
9,148,50,2019-01-23,0.0244,14925.179459272023,21038.86,6113.680540727974,397.3490385722396,103,Média,Em análise
734,928,50,2015-06-22,0.0126,99998.07560109736,170949.08,70951.00439890263,17409.000184564087,6,Alta,Em análise
234,129,51,2014-01-24,0.0093,51819.51297243311,82445.73,30626.21702756689,718.5151509359106,120,Baixa,Em análise
858,370,51,2018-06-30,0.013,72681.23777906643,97406.91,24725.67222093357,3544.824026863784,24,Média,Em análise
829,577,52,2022-11-07,0.0188,62615.89112868002,75752.37,13136.47887131997,1594.1755657970969,72,Muito Alta,Em análise
1004,402,52,2012-03-07,0.0243,99075.35221703234,149230.21,50154.85778296766,2587.61878909079,111,Alta,Em análise
1918,929,52,2022-07-15,0.0247,126271.1757230472,193413.96,67142.78427695279,3330.2704573338256,113,Extrema,Em análise
225,480,53,2013-12-22,0.0126,141212.50653884918,171619.62,30407.11346115081,2853.9986619414663,78,Alta,Em análise
419,138,53,2017-10-02,0.0109,81704.99694877649,144915.68,63210.6830512235,2434.908118610877,42,Alta,Em análise
1959,420,53,2010-04-01,0.02,90472.37415451091,177198.48,86726.1058454891,19194.47361142642,5,Muito Alta,Em análise
184,278,54,2011-12-16,0.0188,14460.70808225992,20088.18,5627.471917740079,730.2904507070417,25,Média,Em análise
193,70,54,2012-07-29,0.0098,27901.21643969553,44423.37,16522.15356030447,743.6707327814468,47,Alta,Em análise
295,781,54,2019-05-31,0.0162,154432.59688333774,197437.96,43005.36311666224,5474.280045446126,38,Média,Em análise
316,522,54,2016-04-28,0.0248,69030.05520623697,98722.47,29692.414793763037,2275.0020886552616,57,Baixa,Em análise
885,38,54,2010-01-03,0.018,134013.12979398287,240794.24,106781.11020601713,3637.3255461107465,61,Extrema,Em análise
1560,876,54,2019-12-20,0.0234,91002.52293301676,117029.98,26027.45706698324,3583.272822955837,39,Média Alta,Em análise
1871,191,54,2017-07-31,0.0133,21672.596785490707,35604.88,13932.283214509293,676.82238875767,42,Baixa,Em análise
8,742,55,2020-07-09,0.0181,5279.5945906746365,9254.2,3974.605409325364,115.90421470932854,97,Muito Baixa,Em análise
853,714,55,2022-02-25,0.0171,167446.5899507075,237021.74,69575.1500492925,3520.368410460784,99,Extrema,Em análise
1140,63,55,2020-05-29,0.0138,60985.25327706288,77884.05,16898.796722937128,1223.1243195390832,85,Baixa,Em análise
1898,661,55,2017-01-17,0.0186,112496.49061222209,219120.32,106623.82938777794,2366.373627808852,117,Baixa,Em análise
51,165,56,2019-11-12,0.0204,65284.12955538078,82344.28,17060.15044461922,1509.2538398163415,106,Média Alta,Em análise
