cod_transacao,num_conta,data_transacao,nome_transacao,valor_transacao,dia_da_semana
27278,328,2017-08-24,Compra Crédito,-4.07,Quinta-feira
27315,328,2017-08-25,Compra Crédito,-24.1,Sexta-feira
27376,328,2017-09-25,Compra Crédito,-43.28,Segunda-feira
37933,328,2018-03-02,Compra Crédito,-32.96,Sexta-feira
38855,328,2018-03-02,Compra Crédito,-69.47,Sexta-feira
39897,328,2018-03-02,Compra Crédito,-46.0,Sexta-feira
41687,328,2018-03-05,Compra Crédito,-52.3,Segunda-feira
42715,328,2018-03-05,Compra Crédito,-25.26,Segunda-feira
44965,328,2018-04-11,Compra Crédito,-9.58,Quarta-feira
45447,328,2018-09-25,Compra Crédito,-57.92,Terça-feira
51216,328,2018-10-02,Compra Crédito,-150.37,Terça-feira
52638,328,2018-10-06,Compra Crédito,-152.0,Sábado
54502,328,2018-10-12,Compra Crédito,-162.83,Sexta-feira
56416,328,2019-02-09,Compra Crédito,-233.65,Sábado
58146,328,2019-02-10,Compra Crédito,-81.36,Domingo
58569,328,2019-02-10,Compra Crédito,-22.98,Domingo
59717,328,2019-02-10,Compra Crédito,-54.57,Domingo
60017,328,2019-02-24,Compra Crédito,-22.84,Domingo
60295,328,2019-02-26,Compra Crédito,-11.64,Terça-feira
64090,328,2019-03-05,Compra Crédito,-7.53,Terça-feira
65244,328,2019-03-13,Compra Crédito,-47.31,Quarta-feira
68284,328,2019-03-23,Compra Crédito,-25.16,Sábado
70206,328,2019-04-29,Compra Crédito,-70.95,Segunda-feira
70946,328,2019-04-29,Compra Crédito,-83.49,Segunda-feira
71398,328,2019-05-02,Compra Crédito,-108.94,Quinta-feira
6435,584,2015-01-26,Compra Crédito,-14.29,Segunda-feira
7426,584,2015-01-29,Compra Crédito,-37.21,Quinta-feira
8597,584,2015-02-05,Compra Crédito,-40.41,Quinta-feira
10142,584,2015-02-05,Compra Crédito,-73.41,Quinta-feira
10646,584,2015-02-05,Compra Crédito,-72.58,Quinta-feira
11207,584,2015-02-12,Compra Crédito,-19.58,Quinta-feira
11555,584,2015-02-16,Compra Crédito,-11.19,Segunda-feira
12542,584,2015-02-17,Compra Crédito,-133.51,Terça-feira
16094,584,2015-05-21,Compra Crédito,-12.45,Quinta-feira
17107,584,2015-05-22,Compra Crédito,-63.98,Sexta-feira
23573,584,2015-06-06,Compra Crédito,-65.72,Sábado
29010,584,2015-06-08,Compra Crédito,-148.66,Segunda-feira
29891,584,2015-06-08,Compra Crédito,-26.38,Segunda-feira
30293,584,2015-06-13,Compra Crédito,-99.6,Sábado
33731,584,2015-06-26,Compra Crédito,-19.02,Sexta-feira
35189,584,2015-06-27,Compra Crédito,-151.9,Sábado
36307,584,2015-06-28,Compra Crédito,-60.47,Domingo
38200,584,2015-06-29,Compra Crédito,-10.83,Segunda-feira
39117,584,2017-03-28,Compra Crédito,-121.86,Terça-feira
40247,584,2017-04-24,Compra Crédito,-40.38,Segunda-feira
41299,584,2017-05-19,Compra Crédito,-161.26,Sexta-feira
41365,584,2017-05-20,Compra Crédito,-12.77,Sábado
43949,584,2017-06-04,Compra Crédito,-7.15,Domingo
47580,584,2018-06-04,Compra Crédito,-11.37,Segunda-feira
48076,584,2018-06-05,Compra Crédito,-7.35,Terça-feira
54971,584,2019-01-05,Compra Crédito,-34.03,Sábado
55711,584,2019-02-10,Compra Crédito,-20.98,Domingo
57634,584,2019-02-16,Compra Crédito,-23.14,Sábado
58539,584,2019-07-18,Compra Crédito,-8.71,Quinta-feira
61211,584,2019-07-25,Compra Crédito,-48.43,Quinta-feira
63552,584,2019-07-28,Compra Crédito,-15.78,Domingo
66257,584,2019-08-22,Compra Crédito,-56.64,Quinta-feira
67911,584,2019-08-23,Compra Crédito,-10.09,Sexta-feira
70412,584,2019-08-24,Compra Crédito,-22.34,Sábado
1425,840,2013-02-20,Compra Crédito,-9.58,Quarta-feira
4383,840,2013-03-25,Compra Crédito,-58.1,Segunda-feira
5258,840,2013-03-25,Compra Crédito,-6.2,Segunda-feira
5749,840,2013-04-02,Compra Crédito,-60.62,Terça-feira
6225,840,2013-04-04,Compra Crédito,-80.82,Quinta-feira
7954,840,2013-04-07,Compra Crédito,-16.42,Domingo
13318,840,2013-04-17,Compra Crédito,-90.06,Quarta-feira
16083,840,2013-04-17,Compra Crédito,-7.32,Quarta-feira
16259,840,2013-04-18,Compra Crédito,-76.95,Quinta-feira
18477,840,2013-04-18,Compra Crédito,-16.11,Quinta-feira
18860,840,2013-04-29,Compra Crédito,-48.51,Segunda-feira
21548,840,2018-11-20,Compra Crédito,-496.69,Terça-feira
24470,840,2019-12-07,Compra Crédito,-5.87,Sábado
26202,840,2019-12-17,Compra Crédito,-11.37,Terça-feira
26319,840,2019-12-17,Compra Crédito,-19.44,Terça-feira
26875,840,2019-12-18,Compra Crédito,-64.03,Quarta-feira
27470,840,2019-12-19,Compra Crédito,-62.48,Quinta-feira
31909,840,2022-08-22,Compra Crédito,-43.29,Segunda-feira
33188,840,2022-08-24,Compra Crédito,-133.88,Quarta-feira
44312,840,2022-09-30,Compra Crédito,-134.97,Sexta-feira
45886,840,2022-10-06,Compra Crédito,-42.81,Quinta-feira
48652,840,2022-10-15,Compra Crédito,-38.5,Sábado
52837,840,2022-12-29,Compra Crédito,-46.58,Quinta-feira
55110,840,2022-12-29,Compra Crédito,-345.35,Quinta-feira
56199,840,2022-12-29,Compra Crédito,-26.36,Quinta-feira
56715,840,2022-12-29,Compra Crédito,-82.29,Quinta-feira
68439,840,2022-12-29,Compra Crédito,-33.98,Quinta-feira
69688,840,2022-12-29,Compra Crédito,-24.52,Quinta-feira
3273,73,2012-12-07,Compra Crédito,-43.13,Sexta-feira
6986,73,2013-01-28,Compra Crédito,-4.26,Segunda-feira
7440,73,2013-01-28,Compra Crédito,-44.56,Segunda-feira
11070,73,2013-02-21,Compra Crédito,-36.56,Quinta-feira
13343,73,2013-06-03,Compra Crédito,-19.07,Segunda-feira
13545,73,2013-06-03,Compra Crédito,-13.0,Segunda-feira
20239,73,2013-06-03,Compra Crédito,-19.64,Segunda-feira
21578,73,2013-07-31,Compra Crédito,-13.78,Quarta-feira
22445,73,2013-08-06,Compra Crédito,-11.68,Terça-feira
25982,73,2013-08-07,Compra Crédito,-23.25,Quarta-feira
26124,73,2013-10-13,Compra Crédito,-69.61,Domingo
26419,73,2013-10-20,Compra Crédito,-24.1,Domingo
27796,73,2014-08-10,Compra Crédito,-20.5,Domingo
30065,73,2015-03-24,Compra Crédito,-45.23,Terça-feira
34503,73,2015-03-25,Compra Crédito,-265.49,Quarta-feira
35332,73,2015-03-25,Compra Crédito,-16.63,Quarta-feira
38983,73,2015-03-25,Compra Crédito,-34.43,Quarta-feira
39241,73,2015-03-27,Compra Crédito,-7.88,Sexta-feira
43885,73,2015-04-18,Compra Crédito,-23.82,Sábado
45433,73,2015-05-01,Compra Crédito,-365.37,Sexta-feira
48164,73,2015-05-02,Compra Crédito,-127.68,Sábado
52183,73,2015-05-03,Compra Crédito,-9.61,Domingo
53046,73,2015-05-03,Compra Crédito,-48.35,Domingo
53532,73,2015-05-05,Compra Crédito,-16.66,Terça-feira
61988,73,2016-01-24,Compra Crédito,-19.15,Domingo
64384,73,2017-04-03,Compra Crédito,-35.36,Segunda-feira
67692,73,2017-04-14,Compra Crédito,-67.48,Sexta-feira
67837,73,2017-04-17,Compra Crédito,-14.16,Segunda-feira
68130,73,2017-05-03,Compra Crédito,-37.25,Quarta-feira
68676,73,2017-05-21,Compra Crédito,-21.94,Domingo
70363,73,2017-05-21,Compra Crédito,-24.98,Domingo
2115,329,2019-07-06,Compra Crédito,-15.83,Sábado
8929,329,2019-10-25,Compra Crédito,-38.34,Sexta-feira
9490,329,2019-10-30,Compra Crédito,-43.05,Quarta-feira
14513,329,2019-11-09,Compra Crédito,-108.24,Sábado
15242,329,2019-11-09,Compra Crédito,-28.95,Sábado
16423,329,2019-11-09,Compra Crédito,-70.71,Sábado
17820,329,2020-03-15,Compra Crédito,-9.43,Domingo
19494,329,2021-06-07,Compra Crédito,-22.68,Segunda-feira
23502,329,2021-11-24,Compra Crédito,-18.44,Quarta-feira
28142,329,2022-02-03,Compra Crédito,-15.72,Quinta-feira
32691,329,2022-03-03,Compra Crédito,-25.69,Quinta-feira
35391,329,2022-03-26,Compra Crédito,-10.12,Sábado
36670,329,2022-04-06,Compra Crédito,-26.72,Quarta-feira
38360,329,2022-04-11,Compra Crédito,-26.69,Segunda-feira
41552,329,2022-04-29,Compra Crédito,-142.17,Sexta-feira
41896,329,2022-04-29,Compra Crédito,-20.44,Sexta-feira
44999,329,2022-12-11,Compra Crédito,-9.7,Domingo
47573,329,2022-12-29,Compra Crédito,-57.63,Quinta-feira
48752,329,2022-12-29,Compra Crédito,-77.92,Quinta-feira
50618,329,2022-12-29,Compra Crédito,-17.8,Quinta-feira
65570,329,2022-12-30,Compra Crédito,-13.48,Sexta-feira
66036,329,2022-12-30,Compra Crédito,-48.37,Sexta-feira
2252,585,2022-10-30,Compra Crédito,-83.84,Domingo
2505,585,2022-10-30,Compra Crédito,-53.49,Domingo
4769,585,2022-11-05,Compra Crédito,-147.27,Sábado
5947,585,2022-11-22,Compra Crédito,-24.07,Terça-feira
6264,585,2022-11-22,Compra Crédito,-9.69,Terça-feira
8431,585,2022-12-06,Compra Crédito,-41.35,Terça-feira
11612,585,2022-12-19,Compra Crédito,-25.0,Segunda-feira
12742,585,2022-12-20,Compra Crédito,-78.35,Terça-feira
13202,585,2022-12-25,Compra Crédito,-38.92,Domingo
16342,585,2022-12-28,Compra Crédito,-22.21,Quarta-feira
26324,585,2022-12-29,Compra Crédito,-27.03,Quinta-feira
28140,585,2022-12-30,Compra Crédito,-89.16,Sexta-feira
36186,585,2022-12-30,Compra Crédito,-83.9,Sexta-feira
39115,585,2022-12-30,Compra Crédito,-412.89,Sexta-feira
43305,585,2022-12-30,Compra Crédito,-43.04,Sexta-feira
45399,585,2022-12-30,Compra Crédito,-22.73,Sexta-feira
49704,585,2022-12-30,Compra Crédito,-46.63,Sexta-feira
50299,585,2022-12-30,Compra Crédito,-10.79,Sexta-feira
54641,585,2022-12-30,Compra Crédito,-66.06,Sexta-feira
63953,585,2022-12-30,Compra Crédito,-9.33,Sexta-feira
70211,585,2022-12-30,Compra Crédito,-48.77,Sexta-feira
5168,841,2020-05-12,Compra Crédito,-62.19,Terça-feira
9907,841,2020-05-12,Compra Crédito,-304.22,Terça-feira
10369,841,2020-05-12,Compra Crédito,-110.7,Terça-feira
10597,841,2020-05-12,Compra Crédito,-59.26,Terça-feira
11616,841,2020-05-18,Compra Crédito,-17.07,Segunda-feira
12141,841,2020-06-02,Compra Crédito,-20.12,Terça-feira
13642,841,2020-06-02,Compra Crédito,-15.44,Terça-feira
14687,841,2020-06-17,Compra Crédito,-84.42,Quarta-feira
16346,841,2020-06-24,Compra Crédito,-7.32,Quarta-feira
17183,841,2020-06-24,Compra Crédito,-30.9,Quarta-feira
19673,841,2020-06-24,Compra Crédito,-19.1,Quarta-feira
21297,841,2021-02-28,Compra Crédito,-76.87,Domingo
23670,841,2021-03-08,Compra Crédito,-63.08,Segunda-feira
25655,841,2021-04-24,Compra Crédito,-109.06,Sábado
29241,841,2021-07-04,Compra Crédito,-29.09,Domingo
35942,841,2021-10-25,Compra Crédito,-77.02,Segunda-feira
36407,841,2021-10-25,Compra Crédito,-25.47,Segunda-feira
36844,841,2021-10-25,Compra Crédito,-143.98,Segunda-feira
44787,841,2022-03-29,Compra Crédito,-49.03,Terça-feira
45961,841,2022-03-30,Compra Crédito,-12.28,Quarta-feira
50105,841,2022-03-31,Compra Crédito,-79.91,Quinta-feira
51011,841,2022-05-08,Compra Crédito,-6.81,Domingo
56393,841,2022-05-12,Compra Crédito,-4.34,Quinta-feira
59036,841,2022-12-02,Compra Crédito,-49.22,Sexta-feira
62228,841,2022-12-03,Compra Crédito,-29.93,Sábado
62692,841,2022-12-03,Compra Crédito,-16.19,Sábado
66814,841,2022-12-12,Compra Crédito,-140.77,Segunda-feira
70079,841,2022-12-24,Compra Crédito,-24.61,Sábado
3928,74,2016-08-02,Compra Crédito,-13.78,Terça-feira
4915,74,2016-08-03,Compra Crédito,-9.4,Quarta-feira
10210,74,2017-10-17,Compra Crédito,-22.72,Terça-feira
10773,74,2017-10-17,Compra Crédito,-18.99,Terça-feira
13398,74,2017-11-10,Compra Crédito,-11.5,Sexta-feira
15120,74,2018-01-22,Compra Crédito,-85.15,Segunda-feira
15153,74,2018-01-22,Compra Crédito,-36.47,Segunda-feira
17299,74,2018-01-26,Compra Crédito,-36.11,Sexta-feira
17716,74,2018-03-01,Compra Crédito,-99.9,Quinta-feira
17832,74,2018-03-04,Compra Crédito,-16.19,Domingo
19397,74,2018-03-29,Compra Crédito,-33.62,Quinta-feira
21393,74,2018-05-19,Compra Crédito,-383.55,Sábado
23779,74,2018-05-19,Compra Crédito,-14.93,Sábado
24656,74,2018-05-23,Compra Crédito,-36.25,Quarta-feira
26561,74,2018-05-23,Compra Crédito,-48.66,Quarta-feira
27084,74,2018-05-26,Compra Crédito,-6.68,Sábado
28997,74,2018-06-02,Compra Crédito,-97.12,Sábado
30519,74,2018-06-04,Compra Crédito,-23.8,Segunda-feira
34203,74,2018-11-12,Compra Crédito,-26.12,Segunda-feira
34532,74,2018-12-04,Compra Crédito,-12.21,Terça-feira
36246,74,2018-12-12,Compra Crédito,-10.57,Quarta-feira
42075,74,2022-03-16,Compra Crédito,-61.63,Quarta-feira
46039,74,2022-04-11,Compra Crédito,-230.77,Segunda-feira
51809,74,2022-07-14,Compra Crédito,-55.83,Quinta-feira
56140,74,2022-11-07,Compra Crédito,-11.88,Segunda-feira
59477,74,2022-11-13,Compra Crédito,-85.03,Domingo
61270,74,2022-12-01,Compra Crédito,-71.41,Quinta-feira
64119,74,2022-12-02,Compra Crédito,-67.3,Sexta-feira
70647,74,2022-12-27,Compra Crédito,-24.17,Terça-feira
71079,74,2022-12-29,Compra Crédito,-70.96,Quinta-feira
1829,330,2022-10-13,Compra Crédito,-34.7,Quinta-feira
1906,330,2022-10-14,Compra Crédito,-30.8,Sexta-feira
6908,330,2022-10-16,Compra Crédito,-23.33,Domingo
8309,330,2022-11-26,Compra Crédito,-47.13,Sábado
9431,330,2022-12-25,Compra Crédito,-21.72,Domingo
10363,330,2022-12-25,Compra Crédito,-11.92,Domingo
10787,330,2022-12-26,Compra Crédito,-24.45,Segunda-feira
12538,330,2022-12-27,Compra Crédito,-32.2,Terça-feira
14834,330,2022-12-28,Compra Crédito,-73.74,Quarta-feira
19158,330,2022-12-29,Compra Crédito,-29.92,Quinta-feira
21403,330,2022-12-29,Compra Crédito,-8.81,Quinta-feira
24575,330,2022-12-29,Compra Crédito,-10.67,Quinta-feira
31412,330,2022-12-29,Compra Crédito,-10.86,Quinta-feira
33941,330,2022-12-29,Compra Crédito,-7.29,Quinta-feira
42747,330,2022-12-29,Compra Crédito,-4.13,Quinta-feira
45308,330,2022-12-29,Compra Crédito,-15.29,Quinta-feira
45663,330,2022-12-29,Compra Crédito,-62.34,Quinta-feira
51066,330,2022-12-29,Compra Crédito,-79.14,Quinta-feira
51190,330,2022-12-29,Compra Crédito,-12.87,Quinta-feira
57938,330,2022-12-29,Compra Crédito,-85.68,Quinta-feira
57981,330,2022-12-29,Compra Crédito,-35.66,Quinta-feira
63111,330,2022-12-29,Compra Crédito,-29.79,Quinta-feira
63175,330,2022-12-29,Compra Crédito,-21.56,Quinta-feira
63691,330,2022-12-29,Compra Crédito,-11.82,Quinta-feira
63848,330,2022-12-29,Compra Crédito,-20.39,Quinta-feira
64553,330,2022-12-29,Compra Crédito,-6.46,Quinta-feira
1469,586,2021-04-25,Compra Crédito,-27.19,Domingo
6770,586,2021-12-23,Compra Crédito,-59.31,Quinta-feira
7301,586,2021-12-23,Compra Crédito,-8.45,Quinta-feira
8158,586,2021-12-24,Compra Crédito,-43.52,Sexta-feira
10102,586,2022-03-09,Compra Crédito,-12.68,Quarta-feira
11820,586,2022-08-28,Compra Crédito,-18.25,Domingo
13001,586,2022-08-28,Compra Crédito,-29.65,Domingo
20213,586,2022-09-02,Compra Crédito,-28.37,Sexta-feira
23811,586,2022-09-20,Compra Crédito,-50.17,Terça-feira
25654,586,2022-09-21,Compra Crédito,-49.84,Quarta-feira
26427,586,2022-09-21,Compra Crédito,-73.69,Quarta-feira
28895,586,2022-09-29,Compra Crédito,-46.41,Quinta-feira
29710,586,2022-10-01,Compra Crédito,-89.16,Sábado
32907,586,2022-10-01,Compra Crédito,-13.33,Sábado
39841,586,2022-10-09,Compra Crédito,-410.72,Domingo
43181,586,2022-10-11,Compra Crédito,-45.51,Terça-feira
46935,586,2022-10-15,Compra Crédito,-30.85,Sábado
48970,586,2022-10-17,Compra Crédito,-10.58,Segunda-feira
49914,586,2022-12-01,Compra Crédito,-7.57,Quinta-feira
52879,586,2022-12-01,Compra Crédito,-27.35,Quinta-feira
54991,586,2022-12-04,Compra Crédito,-29.08,Domingo
57806,586,2022-12-06,Compra Crédito,-54.77,Terça-feira
61036,586,2022-12-27,Compra Crédito,-131.71,Terça-feira
61542,586,2022-12-28,Compra Crédito,-92.42,Quarta-feira
66661,586,2022-12-29,Compra Crédito,-74.86,Quinta-feira
67986,586,2022-12-29,Compra Crédito,-15.24,Quinta-feira
1013,842,2022-01-07,Compra Crédito,-61.12,Sexta-feira
8448,842,2022-01-23,Compra Crédito,-26.21,Domingo
8897,842,2022-01-23,Compra Crédito,-18.07,Domingo
16887,842,2022-05-16,Compra Crédito,-7.16,Segunda-feira
17383,842,2022-09-13,Compra Crédito,-4.71,Terça-feira
21193,842,2022-12-24,Compra Crédito,-244.99,Sábado
25875,842,2022-12-29,Compra Crédito,-84.82,Quinta-feira
32835,842,2022-12-29,Compra Crédito,-35.65,Quinta-feira
35103,842,2022-12-29,Compra Crédito,-22.35,Quinta-feira
35925,842,2022-12-29,Compra Crédito,-24.51,Quinta-feira
39746,842,2022-12-30,Compra Crédito,-79.89,Sexta-feira
45451,842,2022-12-30,Compra Crédito,-21.53,Sexta-feira
47553,842,2022-12-30,Compra Crédito,-51.11,Sexta-feira
47878,842,2022-12-30,Compra Crédito,-223.54,Sexta-feira
62657,842,2022-12-30,Compra Crédito,-443.81,Sexta-feira
66388,842,2022-12-30,Compra Crédito,-50.44,Sexta-feira
71554,842,2022-12-30,Compra Crédito,-54.3,Sexta-feira
2271,75,2011-07-09,Compra Crédito,-23.33,Sábado
4218,75,2011-07-10,Compra Crédito,-12.3,Domingo
5882,75,2011-07-10,Compra Crédito,-49.56,Domingo
6699,75,2011-08-03,Compra Crédito,-19.64,Quarta-feira
8105,75,2011-08-20,Compra Crédito,-36.3,Sábado
10288,75,2011-08-20,Compra Crédito,-30.09,Sábado
10697,75,2011-08-24,Compra Crédito,-177.66,Quarta-feira
10888,75,2011-08-26,Compra Crédito,-87.44,Sexta-feira
11225,75,2011-08-27,Compra Crédito,-53.74,Sábado
18747,75,2011-08-27,Compra Crédito,-21.75,Sábado
18884,75,2011-09-09,Compra Crédito,-46.05,Sexta-feira
22489,75,2015-07-03,Compra Crédito,-49.05,Sexta-feira
30052,75,2015-08-20,Compra Crédito,-75.89,Quinta-feira
31711,75,2016-04-02,Compra Crédito,-5.49,Sábado
33450,75,2019-02-26,Compra Crédito,-9.55,Terça-feira
33698,75,2019-05-27,Compra Crédito,-60.87,Segunda-feira
41873,75,2019-05-27,Compra Crédito,-19.06,Segunda-feira
42329,75,2019-05-31,Compra Crédito,-11.92,Sexta-feira
43304,75,2019-06-01,Compra Crédito,-21.87,Sábado
44718,75,2019-06-01,Compra Crédito,-13.28,Sábado
46167,75,2019-06-01,Compra Crédito,-20.41,Sábado
52267,75,2019-06-04,Compra Crédito,-16.56,Terça-feira
52874,75,2019-06-04,Compra Crédito,-71.5,Terça-feira
57398,75,2020-09-02,Compra Crédito,-12.0,Quarta-feira
57826,75,2020-09-02,Compra Crédito,-39.61,Quarta-feira
58126,75,2020-09-02,Compra Crédito,-441.45,Quarta-feira
60525,75,2022-07-31,Compra Crédito,-736.98,Domingo
63062,75,2022-08-23,Compra Crédito,-17.46,Terça-feira
68559,75,2022-08-24,Compra Crédito,-84.49,Quarta-feira
70111,75,2022-10-07,Compra Crédito,-227.58,Sexta-feira
1887,331,2012-10-14,Compra Crédito,-27.22,Domingo
2409,331,2012-11-04,Compra Crédito,-18.05,Domingo
4650,331,2012-11-05,Compra Crédito,-46.42,Segunda-feira
4836,331,2012-11-05,Compra Crédito,-31.17,Segunda-feira
7286,331,2012-11-06,Compra Crédito,-29.59,Terça-feira
15327,331,2021-07-14,Compra Crédito,-10.46,Quarta-feira
18970,331,2021-08-04,Compra Crédito,-28.08,Quarta-feira
19928,331,2021-08-07,Compra Crédito,-20.13,Sábado
20390,331,2021-08-07,Compra Crédito,-10.5,Sábado
21097,331,2021-08-07,Compra Crédito,-18.01,Sábado
21979,331,2021-11-19,Compra Crédito,-22.92,Sexta-feira
24552,331,2022-01-03,Compra Crédito,-35.62,Segunda-feira
28524,331,2022-01-03,Compra Crédito,-113.47,Segunda-feira
32672,331,2022-04-22,Compra Crédito,-8.99,Sexta-feira
33265,331,2022-04-22,Compra Crédito,-14.6,Sexta-feira
33599,331,2022-05-15,Compra Crédito,-13.09,Domingo
34654,331,2022-05-25,Compra Crédito,-80.16,Quarta-feira
35820,331,2022-11-29,Compra Crédito,-46.16,Terça-feira
36459,331,2022-12-07,Compra Crédito,-171.34,Quarta-feira
38370,331,2022-12-17,Compra Crédito,-64.22,Sábado
39302,331,2022-12-20,Compra Crédito,-84.78,Terça-feira
44588,331,2022-12-21,Compra Crédito,-59.68,Quarta-feira
46511,331,2022-12-21,Compra Crédito,-47.67,Quarta-feira
48558,331,2022-12-22,Compra Crédito,-46.3,Quinta-feira
48579,331,2022-12-22,Compra Crédito,-41.23,Quinta-feira
69089,331,2022-12-29,Compra Crédito,-16.61,Quinta-feira
1788,587,2019-09-20,Compra Crédito,-5.85,Sexta-feira
5087,587,2019-10-01,Compra Crédito,-78.55,Terça-feira
10161,587,2019-10-05,Compra Crédito,-105.32,Sábado
11937,587,2019-10-05,Compra Crédito,-31.97,Sábado
16533,587,2019-10-05,Compra Crédito,-75.9,Sábado
18107,587,2019-10-06,Compra Crédito,-11.76,Domingo
20320,587,2019-11-18,Compra Crédito,-18.59,Segunda-feira
22188,587,2019-11-19,Compra Crédito,-12.01,Terça-feira
22410,587,2019-11-19,Compra Crédito,-32.47,Terça-feira
24920,587,2019-12-01,Compra Crédito,-18.27,Domingo
25146,587,2020-11-02,Compra Crédito,-53.95,Segunda-feira
25360,587,2020-11-05,Compra Crédito,-12.88,Quinta-feira
25753,587,2020-11-08,Compra Crédito,-154.44,Domingo
29542,587,2022-04-09,Compra Crédito,-47.96,Sábado
35460,587,2022-10-24,Compra Crédito,-28.6,Segunda-feira
44548,587,2022-11-04,Compra Crédito,-25.5,Sexta-feira
50349,587,2022-12-24,Compra Crédito,-21.44,Sábado
56892,587,2022-12-29,Compra Crédito,-20.46,Quinta-feira
59847,587,2022-12-29,Compra Crédito,-24.87,Quinta-feira
60271,587,2022-12-29,Compra Crédito,-85.09,Quinta-feira
61868,587,2022-12-29,Compra Crédito,-101.44,Quinta-feira
66070,587,2022-12-29,Compra Crédito,-62.81,Quinta-feira
69149,587,2022-12-29,Compra Crédito,-14.0,Quinta-feira
69452,587,2022-12-29,Compra Crédito,-23.62,Quinta-feira
7949,843,2019-08-17,Compra Crédito,-28.62,Sábado
8624,843,2019-09-05,Compra Crédito,-84.18,Quinta-feira
10236,843,2019-09-09,Compra Crédito,-23.04,Segunda-feira
10746,843,2019-09-10,Compra Crédito,-219.39,Terça-feira
11273,843,2019-09-17,Compra Crédito,-5.93,Terça-feira
11464,843,2019-09-17,Compra Crédito,-47.8,Terça-feira
11834,843,2019-09-30,Compra Crédito,-33.0,Segunda-feira
12057,843,2019-09-30,Compra Crédito,-110.29,Segunda-feira
15382,843,2019-09-30,Compra Crédito,-77.45,Segunda-feira
16179,843,2019-10-03,Compra Crédito,-48.63,Quinta-feira
16649,843,2019-10-04,Compra Crédito,-75.1,Sexta-feira
17048,843,2019-10-04,Compra Crédito,-66.31,Sexta-feira
17904,843,2019-11-06,Compra Crédito,-9.76,Quarta-feira
19200,843,2019-11-08,Compra Crédito,-170.63,Sexta-feira
20924,843,2019-11-09,Compra Crédito,-88.8,Sábado
23385,843,2020-06-14,Compra Crédito,-40.7,Domingo
25666,843,2020-06-26,Compra Crédito,-83.13,Sexta-feira
27146,843,2020-06-30,Compra Crédito,-31.67,Terça-feira
33872,843,2020-07-02,Compra Crédito,-25.48,Quinta-feira
34857,843,2020-07-03,Compra Crédito,-29.5,Sexta-feira
35169,843,2020-07-04,Compra Crédito,-14.9,Sábado
36191,843,2020-07-09,Compra Crédito,-71.46,Quinta-feira
38683,843,2020-11-08,Compra Crédito,-21.64,Domingo
40599,843,2020-12-02,Compra Crédito,-32.43,Quarta-feira
44516,843,2021-02-21,Compra Crédito,-17.3,Domingo
46433,843,2021-04-25,Compra Crédito,-23.54,Domingo
47003,843,2021-04-25,Compra Crédito,-139.65,Domingo
48634,843,2021-05-08,Compra Crédito,-40.64,Sábado
54149,843,2021-05-09,Compra Crédito,-31.04,Domingo
63956,843,2021-05-27,Compra Crédito,-15.3,Quinta-feira
65994,843,2021-05-31,Compra Crédito,-12.34,Segunda-feira
66810,843,2021-06-04,Compra Crédito,-105.19,Sexta-feira
69073,843,2021-06-24,Compra Crédito,-37.01,Quinta-feira
2211,76,2015-11-17,Compra Crédito,-34.52,Terça-feira
3543,76,2015-11-21,Compra Crédito,-19.43,Sábado
4775,76,2015-11-22,Compra Crédito,-34.06,Domingo
4917,76,2015-11-22,Compra Crédito,-16.44,Domingo
5928,76,2015-12-04,Compra Crédito,-303.33,Sexta-feira
9565,76,2015-12-31,Compra Crédito,-122.14,Quinta-feira
13639,76,2016-02-28,Compra Crédito,-47.43,Domingo
14486,76,2016-03-24,Compra Crédito,-15.06,Quinta-feira
14718,76,2021-10-27,Compra Crédito,-140.63,Quarta-feira
15825,76,2021-11-20,Compra Crédito,-27.67,Sábado
23568,76,2022-02-15,Compra Crédito,-23.85,Terça-feira
32187,76,2022-08-13,Compra Crédito,-13.1,Sábado
33138,76,2022-08-15,Compra Crédito,-61.43,Segunda-feira
35672,76,2022-08-15,Compra Crédito,-141.41,Segunda-feira
42920,76,2022-08-22,Compra Crédito,-6.04,Segunda-feira
48347,76,2022-10-02,Compra Crédito,-8.47,Domingo
54471,76,2022-11-26,Compra Crédito,-62.1,Sábado
54769,76,2022-11-26,Compra Crédito,-64.81,Sábado
56600,76,2022-12-29,Compra Crédito,-4.1,Quinta-feira
65066,76,2022-12-29,Compra Crédito,-225.69,Quinta-feira
70517,76,2022-12-29,Compra Crédito,-21.1,Quinta-feira
70614,76,2022-12-29,Compra Crédito,-16.23,Quinta-feira
71136,76,2022-12-29,Compra Crédito,-24.55,Quinta-feira
4631,332,2020-09-18,Compra Crédito,-12.33,Sexta-feira
6457,332,2020-09-23,Compra Crédito,-29.31,Quarta-feira
10920,332,2021-02-04,Compra Crédito,-41.63,Quinta-feira
19338,332,2021-07-15,Compra Crédito,-58.95,Quinta-feira
19729,332,2021-07-15,Compra Crédito,-27.25,Quinta-feira
25662,332,2021-07-21,Compra Crédito,-32.47,Quarta-feira
28044,332,2021-09-16,Compra Crédito,-55.29,Quinta-feira
28649,332,2021-10-14,Compra Crédito,-100.75,Quinta-feira
35100,332,2021-10-18,Compra Crédito,-27.34,Segunda-feira
35952,332,2021-10-21,Compra Crédito,-133.48,Quinta-feira
35959,332,2021-10-23,Compra Crédito,-4.38,Sábado
